sha256,folder,source,name,path,category,arch,elf_type,pie,linkage,size
75879c646031e47d62bf95575b394b80231714d418ddc28641fd8184cd2098fc,Benign_deb12_general,deb12,namei,/usr/bin/namei,general,x86-64,DYN,yes,dynamic,35136
7a4dd5021f4dde003224339fc768857863f8684d664da537eaee2e6ef523da07,Benign_deb12_general,deb12,lsipc,/usr/bin/lsipc,general,x86-64,DYN,yes,dynamic,100672
f377007c95cbde0c783505989f8f9a5187d138bb41c114a609df6e3c26fa4048,Benign_deb12_general,deb12,BRF.so,/usr/lib/x86_64-linux-gnu/gconv/BRF.so,general,x86-64,DYN,no,static,18680
1a8ece7c471cf0782699fbcbeaa10a21b6b6c9b7f775724c843144117fa85f5f,Benign_deb12_general,deb12,getent,/usr/bin/getent,general,x86-64,DYN,yes,dynamic,36320
ef801e1dc2f21ec9a75cabf9c385c76f1dca91c87f88cb9335a71248db293743,Benign_deb12_general,deb12,userdel,/usr/sbin/userdel,general,x86-64,DYN,yes,dynamic,113608
dc5dae16d20761904355b3ed0ccea13133c1d1545f88a0bc44cc6ce3ae038b91,Benign_deb12_general,deb12,getconf,/usr/bin/getconf,general,x86-64,DYN,yes,dynamic,27136
7480f7cb7110af0f45b6e04b50f8d1fb2c6392cf911cb3a28c516ef1b725823e,Benign_deb12_general,deb12,wc,/usr/bin/wc,general,x86-64,DYN,yes,dynamic,52280
ea5f9d693c13b6f00080ee281263d189d5f40efb42fc8e2629c44000202e0748,Benign_deb12_general,deb12,gpgtar,/usr/bin/gpgtar,general,x86-64,DYN,yes,dynamic,151064
dd1c71d1e0e3c62d7625851a5f18fbed6338a947e14969557bc4f87e7af46797,Benign_deb12_general,deb12,CP1255.so,/usr/lib/x86_64-linux-gnu/gconv/CP1255.so,general,x86-64,DYN,no,static,18680
9e31b23fa40cb126cb88b1b7fae273c42b6c539996a35c86925b0d0bd23f75b1,Benign_deb12_general,deb12,zipcloak,/usr/bin/zipcloak,general,x86-64,DYN,yes,dynamic,94696
9ba33f6df0f2635ddf80fbae5be9e459c265621c4c4e5ba59b9777cd7d9edcf3,Benign_deb12_general,deb12,ISO_6937-2.so,/usr/lib/x86_64-linux-gnu/gconv/ISO_6937-2.so,general,x86-64,DYN,no,static,26872
f2771c2b978003b889c2c254673e91c0dc0b77a68250de2309bd793c6a45487c,Benign_deb12_general,deb12,ctrlaltdel,/usr/sbin/ctrlaltdel,general,x86-64,DYN,yes,dynamic,39224
d45a33fd317fa26dbef727b35b8012e85e8b3b91d34f8026badb3a80d6092966,Benign_deb12_general,deb12,findfs,/usr/sbin/findfs,general,x86-64,DYN,yes,dynamic,14648
f43fa40712332bdf639e0458aa821585f307e567c15fcc605c8a22a90c686a9d,Benign_deb12_general,deb12,LATIN-GREEK-1.so,/usr/lib/x86_64-linux-gnu/gconv/LATIN-GREEK-1.so,general,x86-64,DYN,no,static,18680
f3341844d999c704b35696abd7f3b2ed76f451c8232c5f139988a230b02e2174,Benign_deb12_general,deb12,ISO8859-1.so,/usr/lib/x86_64-linux-gnu/gconv/ISO8859-1.so,general,x86-64,DYN,no,static,14584
54dfbffc86d9c0933f4ab4434915562c43d1d0a194efe128642fdef34cf11490,Benign_deb12_general,deb12,realpath,/usr/bin/realpath,general,x86-64,DYN,yes,dynamic,52144
72db1b3de8b7dfbaba4c056135f408da555f9d5e137c82129478e07e769f8070,Benign_deb12_general,deb12,libcrypto.so.3,/usr/lib/x86_64-linux-gnu/libcrypto.so.3,general,x86-64,DYN,no,static,4734232
a3e63304f4fc05ed47a4d8e9e548a14c9e501d4c02baa5852bae303ec560aa68,Benign_ub2204_fileio,ub2204,bunzip2,/usr/bin/bunzip2,fileio,x86-64,DYN,yes,dynamic,39296
350a14620bfe68a43580059688d3a0d0e38299d22d058b3fa8e1bf8ba322e4b4,Benign_ub2204_fileio,ub2204,cp,/usr/bin/cp,fileio,x86-64,DYN,yes,dynamic,141832
05e6eb960f13892a75c4f1390808967d558e5d027ba06e769726a8da434cf6c1,Benign_ub2204_fileio,ub2204,cpio,/usr/bin/cpio,fileio,x86-64,DYN,yes,dynamic,145040
aacb5ff96a051f24cf2ce96bf313591378e53b3d24b96ec1945cc8707958fc3f,Benign_ub2204_fileio,ub2204,dd,/usr/bin/dd,fileio,x86-64,DYN,yes,dynamic,68120
791b89c8bffb8101fd7d4d212b80af66a2332834b05a42721104eb47e8fa2eb1,Benign_ub2204_fileio,ub2204,find,/usr/bin/find,fileio,x86-64,DYN,yes,dynamic,282088
587ef21868c948b883993e23209b86a72a6ddc06aab1545c697ffc31075acd4a,Benign_ub2204_fileio,ub2204,git,/usr/bin/git,fileio,x86-64,DYN,yes,dynamic,3710360
9dcc2c88ecfe281b416b47453444cb382dac67f62e9a551fbbec0417441cf480,Benign_ub2204_fileio,ub2204,gpg,/usr/bin/gpg,fileio,x86-64,DYN,yes,dynamic,1050624
feeac2e969207e8f6cc8df7a91766c14a9cdc86e6e9067916f51d46e2b1e9f20,Benign_ub2204_fileio,ub2204,gpg-agent,/usr/bin/gpg-agent,fileio,x86-64,DYN,yes,dynamic,320472
0a25efe373d13783641029d89d6444aadf0b6f6526cf3e78cc5b99e26ace1666,Benign_ub2204_fileio,ub2204,gpgconf,/usr/bin/gpgconf,fileio,x86-64,DYN,yes,dynamic,129776
81103214c4291e9bf90414e5f9111be5bc9e8aaf1256aa7f6e9b29e1ae0937d5,Benign_ub2204_fileio,ub2204,gpgsm,/usr/bin/gpgsm,fileio,x86-64,DYN,yes,dynamic,428952
cc789a57a20d5d48bc5eecb914dff03ccfa1f35962112093a85fb67d29812d5b,Benign_ub2204_fileio,ub2204,gzip,/usr/bin/gzip,fileio,x86-64,DYN,yes,dynamic,93424
6145709e28eb0e85bde33dcfb1304b50144230e885425be4510c6b17ae444c75,Benign_ub2204_fileio,ub2204,install,/usr/bin/install,fileio,x86-64,DYN,yes,dynamic,145944
a3be1711cbfce130857401564bd9f68537632eda33e5efab95e6d26fa28a269a,Benign_ub2204_fileio,ub2204,lz4,/usr/bin/lz4,fileio,x86-64,DYN,yes,dynamic,198896
6a3628d6d00fcb05b0550c503804a94075a8c4b74a9e4b76eedf023086fec3af,Benign_ub2204_fileio,ub2204,mv,/usr/bin/mv,fileio,x86-64,DYN,yes,dynamic,137752
a55e3085b6a1df8887722f6cee7fc32c861d11d5fb584a63837d32d29602c65b,Benign_ub2204_fileio,ub2204,openssl,/usr/bin/openssl,fileio,x86-64,DYN,yes,dynamic,1001272
2b43275d5db012eaa797d4a34806163810fa0bb4b041173bf11ab66aa20d917e,Benign_ub2204_fileio,ub2204,pigz,/usr/bin/pigz,fileio,x86-64,DYN,yes,dynamic,137584
2e49f7c07c7b58dfef7c556dd43ddd2c491c70a9cf1e0283b411f6c2438097b5,Benign_ub2204_fileio,ub2204,rm,/usr/bin/rm,fileio,x86-64,DYN,yes,dynamic,59912
f029cadc3f0b1c879bf8dfb899f434703c13ee53197d27da5d17bf0faf1f1318,Benign_ub2204_fileio,ub2204,rsync,/usr/bin/rsync,fileio,x86-64,DYN,yes,dynamic,534624
42e2ce00721556ff9d371778fc36adcbb7c1697f65c3f996c6c9b28206dba565,Benign_ub2204_fileio,ub2204,sed,/usr/bin/sed,fileio,x86-64,DYN,yes,dynamic,113224
be78f810367493b17304529067a7c57930c5f50785635fa9bbbfb4e1ec7c39ca,Benign_ub2204_fileio,ub2204,shred,/usr/bin/shred,fileio,x86-64,DYN,yes,dynamic,51720
f515957ac1e4c66ecf004167820f9147b1b69e7dbe8484a141ea30171a4e4524,Benign_ub2204_fileio,ub2204,shuf,/usr/bin/shuf,fileio,x86-64,DYN,yes,dynamic,47624
dc0a7dda1bd9dbf795fa1fb57015d5abc08221b9d577d9b399998fcc8634ccf1,Benign_ub2204_fileio,ub2204,sort,/usr/bin/sort,fileio,x86-64,DYN,yes,dynamic,101176
984ef2fd2ba0fe2d8324576c906be31f5a48a6d4975bf9ed1722fcbaccf48978,Benign_ub2204_fileio,ub2204,split,/usr/bin/split,fileio,x86-64,DYN,yes,dynamic,52192
da7ee95cdd087b72ef45acd292378774b58463b4ad8790f79508f254fc1e20a0,Benign_ub2204_fileio,ub2204,sqlite3,/usr/bin/sqlite3,fileio,x86-64,DYN,yes,dynamic,1635064
fd0d62eed19efd3e115aa1be44160f89d777cd1e6d6d8eb0ce7c8bdc879f59e2,Benign_ub2204_fileio,ub2204,tar,/usr/bin/tar,fileio,x86-64,DYN,yes,dynamic,522048
d4da40f27e1ad1d2746456031b02c5b4247657235b98dd5d18a4975700a4564d,Benign_ub2204_fileio,ub2204,tee,/usr/bin/tee,fileio,x86-64,DYN,yes,dynamic,35336
967c95883c6d438bd84d91f36036df7a5b160526bf7e32c9e3cd137d6c6e5d2a,Benign_ub2204_fileio,ub2204,truncate,/usr/bin/truncate,fileio,x86-64,DYN,yes,dynamic,35336
c2de3370834a29644eb8362e3df7ee2f0fae51f28f04da1a34e898575714693c,Benign_ub2204_fileio,ub2204,unzip,/usr/bin/unzip,fileio,x86-64,DYN,yes,dynamic,174512
d0ef210d5cf6ce495db2994254b183907989686c8647440fa2eb03cf99903e21,Benign_ub2204_fileio,ub2204,xz,/usr/bin/xz,fileio,x86-64,DYN,yes,dynamic,84504
7dff50f9388ab7c9458b62561626182cd15512a51a81ba49acdcb94ad2c995c8,Benign_ub2204_fileio,ub2204,zip,/usr/bin/zip,fileio,x86-64,DYN,yes,dynamic,203768
d304445daa7e6429293dc02035063b7993fb6a489ee90d8851bff497952836dc,Benign_ub2204_fileio,ub2204,zstd,/usr/bin/zstd,fileio,x86-64,DYN,yes,dynamic,875096
dd41683d523648bc58e7a05ad4ec1d8d5ec685bd93808e84383cd06e5cee1955,Benign_ub2204_fileio,ub2204,dump,/usr/lib/apt/solvers/dump,fileio,x86-64,DYN,yes,dynamic,22920
534efde186c924db637cacdc02db6a5219aa05598049fa932f96316cce84b23b,Benign_ub2204_fileio,ub2204,7z,/usr/lib/p7zip/7z,fileio,x86-64,DYN,yes,dynamic,605872
2230af87fbeccebc40c74cc2475e8a6ea326a3770bf3adb61c885e0c2096f804,Benign_ub2204_fileio,ub2204,7za,/usr/lib/p7zip/7za,fileio,x86-64,DYN,yes,dynamic,1482496
fcf0bdb23bd3314eea8be754be9975900ec9b355d4f89feda59aa74bedb5aea9,Benign_ub2204_fileio,ub2204,7zr,/usr/lib/p7zip/7zr,fileio,x86-64,DYN,yes,dynamic,978480
92a81fa6c61430ea248b8f2028ff5eb79078e75be0d7cdabae7d2aede53496d9,Benign_ub2204_fileio,ub2204,cryptsetup,/usr/sbin/cryptsetup,fileio,x86-64,DYN,yes,dynamic,173616
2d3bda6cfa2d477cd91b8178843d19e081b911a124f04b4be06b6e32c9fabc73,Benign_ub2204_general,ub2204,libnettle.so.8.4,/usr/lib/x86_64-linux-gnu/libnettle.so.8.4,general,x86-64,DYN,no,static,281000
ffa9adb042df32f985ca2f1deb9247dfcb61d46fa513de2aa7159ecd55c18d67,Benign_ub2204_general,ub2204,libgdbm.so.6.0.0,/usr/lib/x86_64-linux-gnu/libgdbm.so.6.0.0,general,x86-64,DYN,no,static,71848
9c622cb5a0b965dba9e61b8c3411581cba06edfe9bcb05a9f28c6b87a5d9aa26,Benign_ub2204_general,ub2204,sdiff,/usr/bin/sdiff,general,x86-64,DYN,yes,dynamic,47504
4cc048e9b47054fd36c20937cdc804f071759604049e98e4e99343ecaa3a9d88,Benign_ub2204_general,ub2204,7zCon.sfx,/usr/lib/p7zip/7zCon.sfx,general,x86-64,DYN,yes,dynamic,481768
68ca338fe5dd2a660322bc2fd0ca96a475e142723e9de180c2db286ff7a3d020,Benign_ub2204_general,ub2204,ISO8859-10.so,/usr/lib/x86_64-linux-gnu/gconv/ISO8859-10.so,general,x86-64,DYN,no,static,18704
03e9019df86b0d66d8f1686c9472b992c0c9196d3f2e2e8f282b37fa55f6ee7b,Benign_ub2204_general,ub2204,libssl.so.3,/usr/lib/x86_64-linux-gnu/libssl.so.3,general,x86-64,DYN,no,static,667864
119a35f98c2b3151946553e8c5c8224b2bc46aa16e83a4d51064ada85f229f66,Benign_ub2204_general,ub2204,shared.so,/usr/lib/x86_64-linux-gnu/perl/5.34.0/auto/threads/shared/shared.so,general,x86-64,DYN,no,static,43936
938ca0a22ab1be69857ff8d1a79b0e9d8b649929d7f0dad398c2f20d4ccd3fb2,Benign_ub2204_general,ub2204,EUC-CN.so,/usr/lib/x86_64-linux-gnu/gconv/EUC-CN.so,general,x86-64,DYN,no,static,22800
0a003adebf08649bf3d72bc1f383534dd8ac883abcbd5c062d2a1dbcbc642310,Benign_ub2204_general,ub2204,mt-gnu,/usr/bin/mt-gnu,general,x86-64,DYN,yes,dynamic,68336
039434e586db62a85ff252951430ae1d8ed43e2d6a3314af83e8a80486fdae89,Benign_ub2204_general,ub2204,lsblk,/usr/bin/lsblk,general,x86-64,DYN,yes,dynamic,125320
4b111266d0d8677f185783b2df37a109a363d01540bf6c37716bba6df9c9fe43,Benign_ub2204_general,ub2204,gpg-protect-tool,/usr/lib/gnupg/gpg-protect-tool,general,x86-64,DYN,yes,dynamic,85072
8e6366c4051bfb86715beab9e1d6c99943b7646764bb6a581567b1aaa6cb32dd,Benign_ub2204_general,ub2204,getconf,/usr/bin/getconf,general,x86-64,DYN,yes,dynamic,35112
44a913ab3f858061203087b3e03c14afcf01823198c2a47e6fb6261440b7b31b,Benign_ub2204_general,ub2204,pam_extrausers_update,/usr/sbin/pam_extrausers_update,general,x86-64,DYN,yes,dynamic,30872
31784eeb7519686a71ef5da468ca1135e45ce19c5c93295080f5b34e5503c6e9,Benign_ub2204_general,ub2204,funzip,/usr/bin/funzip,general,x86-64,DYN,yes,dynamic,22832
72a34e6ba98a59f1da0c7b4d8c9722b746b5ade54e4d7e8de8e519c2993858ad,Benign_ub2204_general,ub2204,unshare,/usr/bin/unshare,general,x86-64,DYN,yes,dynamic,31336
1d10d5a7b68a6598246083cb146693eda871f780f6b56783003a4fccef19c13a,Benign_ub2204_general,ub2204,gpgsplit,/usr/bin/gpgsplit,general,x86-64,DYN,yes,dynamic,27184
718d1b647c3fc3eb97add430770c09880cdb3cc792cea4d855b1c2b9bf2e149f,Benign_ub2204_general,ub2204,ANSI_X3.110.so,/usr/lib/x86_64-linux-gnu/gconv/ANSI_X3.110.so,general,x86-64,DYN,no,static,30992
ae49096b42cebab2f3a2557e32b0f3e3e5139fd7e22201c9dc5bcfab9701946c,Benign_ub2204_general,ub2204,w,/usr/bin/w,general,x86-64,DYN,yes,dynamic,22760
af5639139c7e4fe9d68c8c37a1d94c9b52fbaa0c97e8b300d120340fdc643059,Benign_ub2204_general,ub2204,ISO8859-4.so,/usr/lib/x86_64-linux-gnu/gconv/ISO8859-4.so,general,x86-64,DYN,no,static,18704
3b800d82886414480995cb8c2d57ad692c6c143dc5fe754870be4fc38fa38043,Benign_ub2204_general,ub2204,pam_umask.so,/usr/lib/x86_64-linux-gnu/security/pam_umask.so,general,x86-64,DYN,no,static,14328
38eb651b990cdbc4ebea31ad0861af56aa1d92718012d9e7d65000f94cc3f6b8,Benign_ub2204_general,ub2204,blkzone,/usr/sbin/blkzone,general,x86-64,DYN,yes,dynamic,35200
a02683debcf40ba5620213b972ac9ec78f7ecbfbfc3aa90e3f28737110142acf,Benign_ub2204_general,ub2204,ISO_11548-1.so,/usr/lib/x86_64-linux-gnu/gconv/ISO_11548-1.so,general,x86-64,DYN,no,static,18704
3bd71120e00b8eabd6acd86684031b1eb59870c198bdee40dfbfe9fec9507777,Benign_ub2204_general,ub2204,IEC_P27-1.so,/usr/lib/x86_64-linux-gnu/gconv/IEC_P27-1.so,general,x86-64,DYN,no,static,18704
207df9d438f75185ab3af2ab1173d104831a6631c28ef40d38b2ab43de27b40f,Benign_ub2204_general,ub2204,ps,/usr/bin/ps,general,x86-64,DYN,yes,dynamic,141776
5f0471b6d14d4090263ea2f859a07b5bdf56a235335fafab5e0ce1ed2c6815ba,Benign_ub2204_general,ub2204,libattr.so.1.1.2501,/usr/lib/x86_64-linux-gnu/libattr.so.1.1.2501,general,x86-64,DYN,no,static,26696
0a3493aea1d6671729a6a6bb5a7c7130b2f201959cf50b8252fd9fdb593ce883,Benign_alp319_fileio,alp319,gzip,/bin/gzip,fileio,x86-64,DYN,yes,dynamic,80808
25a43ad0f9b278f5eeb880b7810f0fc141c966b1e5a277e61733da479ac47677,Benign_alp319_fileio,alp319,tar,/bin/tar,fileio,x86-64,DYN,yes,dynamic,366240
8b9eecf78c576cec2687cb5618a6cc5a99a0eed610d0b72ee805186ab2aaaa32,Benign_alp319_fileio,alp319,cryptsetup,/sbin/cryptsetup,fileio,x86-64,DYN,yes,dynamic,172296
2f323d1826754bffe82da6150b9338314178313c9dbb41fa6e4b93c7bcd2e75b,Benign_alp319_fileio,alp319,bunzip2,/usr/bin/bunzip2,fileio,x86-64,DYN,yes,dynamic,95232
95cbc1bc8509549d89382880c4f23f9bc67096481cef22fdacf6e762b323a0aa,Benign_alp319_fileio,alp319,cpio,/usr/bin/cpio,fileio,x86-64,DYN,yes,dynamic,132672
cabe839fbbccc934b168b8d18d7b3f25773cbdc32c7b234473e685e447c55045,Benign_alp319_fileio,alp319,git,/usr/bin/git,fileio,x86-64,DYN,yes,dynamic,2829592
bd7ce069d69b4cf9300bab3856b04ab5425616eca26e1595fed233e6c32e3b45,Benign_alp319_fileio,alp319,gpg,/usr/bin/gpg,fileio,x86-64,DYN,yes,dynamic,947000
0006b0eaf20cf88f036aa5e3b0893c226685a71a50a6f520a8a816ccc096c7f8,Benign_alp319_fileio,alp319,gpg-agent,/usr/bin/gpg-agent,fileio,x86-64,DYN,yes,dynamic,349448
6504eeb2a252a054d6bc874572c526028fee28579e95bafd8e7afa042ad668b1,Benign_alp319_fileio,alp319,gpgconf,/usr/bin/gpgconf,fileio,x86-64,DYN,yes,dynamic,130080
ffe188b91052a9e7f218039c05d9d1c8aa83cbdd1bdf4fc06618b99ffb414262,Benign_alp319_fileio,alp319,gpgsm,/usr/bin/gpgsm,fileio,x86-64,DYN,yes,dynamic,488760
28946a9ce66292032624884fa4e7e199b37da7abca57d01f9a3694c6779d12eb,Benign_alp319_fileio,alp319,lz4,/usr/bin/lz4,fileio,x86-64,DYN,yes,dynamic,174000
86de7f1d0590088face6566014505c4f0aab623087480b18f45f5e49c2fb6433,Benign_alp319_fileio,alp319,openssl,/usr/bin/openssl,fileio,x86-64,DYN,yes,dynamic,738272
92f4dde104a77297abd1744b0bf434ebfdf2592f5fc1a2b2e14629c8397c8dee,Benign_alp319_fileio,alp319,rsync,/usr/bin/rsync,fileio,x86-64,DYN,yes,dynamic,378784
